"Id","Label","Country"
"habib-bank-a-g-dubai-united-arab-emirates-are","Habib Bank A G","United Arab Emirates"
"habib-bank-a-g-zurich-deira-dubai-uae-are","Habib Bank A G Zurich","United Arab Emirates"
"habib-bank-a-g-zurich-dubai-uae-are","Habib Bank A G Zurich","United Arab Emirates"
"habib-bank-a-g-zurich-dubai-united-arab-emirates-are","Habib Bank A G Zurich","United Arab Emirates"
"habib-bank-a-g-zurich-dubaiuae-are","Habib Bank A G Zurich","United Arab Emirates"
"habib-bank-a-g-zurich-zurich-switzerland-che","Habib Bank A G Zurich","Switzerland"
"habib-bank-ag-zurich-dubai-united-arab-emirates-are","Habib Bank AG Zurich","United Arab Emirates"
"habib-bank-limited-karachi-pakistan-pak","Habib Bank, Limited","Pakistan"
"habib-metropolitan-bank-ltd-karachi-pakistan-pak","Habib Metropolitan Bank Ltd","Pakistan"
"halyk-savings-bank-almaty-kazakhstan-kaz","Halyk Savings Bank","Kazakhstan"
"halyk-savings-bank-kazakhstan","Halyk Savings Bank Kazakhstan","Kazakhstan"
"halyk-savings-bank-kazakhstan-almaty-kazakhstan-kaz","Halyk Savings Bank Kazakhstan","Kazakhstan"
"hana-bank-new-york-agency-ny-ny-us-usa","Hana Bank, New York Agency","United States"
"hana-bank-seoul-korea-kor","Hana Bank","Korea"
"hang-seng-bank","Hang Seng Bank","China"
"hang-seng-bank-hk-hkg","Hang Seng Bank","Hong Kong"
"hang-seng-bank-hong-kong-hkg","Hang Seng Bank","Hong Kong"
"hang-seng-bank-limited","Hang Seng Bank, Limited","Hong Kong"
"hang-seng-bank-limited-hong-kong-hkg","Hang Seng Bank, Limited","Hong Kong"
"hang-seng-bank-ltd","Hang Seng Bank Ltd","Hong Kong"
"hang-seng-bank-ltd-hong-kong-hkg","Hang Seng Bank, Ltd.","Hong Kong"
"hang-sheng-bank","Hang Sheng Bank","China"
"hapoalim-b-m","Hapoalim B M","Israel"
"harris-bank-il-us-usa","Harris Bank","United States"
"harris-na","Harris N.A.","United States"
"harris-na-usa-usa","Harris Na","United States"
"harris-nail-usa-usa","Harris N.A.(Il, Usa)","United States"
"harris-trust-savings-bank-chicago-illinois-usa","Harris Trust & Savings Bank","United States"
"hauck-aufhaeuser-privatbankiers-frankfurt-germany-deu","Hauck Aufhaeuser PrivatBankiers","Germany"
"hdfc-bank-house-mumbai-india-ind","Hdfc Bank House","India"
"hdfc-bank-limited","Hdfc Bank Limited","India"
"hdfc-bank-limited-mumbai-india-ind","Hdfc Bank Limited","India"
"helgeland-sparebank","Helgeland Sparebank","Norway"
"hellenic-bank","Hellenic Bank","Cyprus"
"hellenic-bank-cyprus-cyp","Hellenic Bank","Cyprus"
"hellenic-bank-ltd","Hellenic Bank Ltd.","Cyprus"
"hellenic-bank-ltd-cyprus-cyp","Hellenic Bank Ltd.","Cyprus"
"hellenic-bank-ltd-nicosia-cyprus-cyp","Hellenic Bank Ltd","Cyprus"
"hellenic-bank-public-company","Hellenic Bank Public Company","Cyprus"
"hellenic-bank-public-company-ltd","Hellenic Bank Public Company Ltd","Cyprus"
"hellenic-bank-public-company-ltd-nicosia-cy-cyp","Hellenic Bank Public Company Ltd","Cyprus"
"helm-bank","Helm Bank","United States"
"helm-bank-usa-miami-florida-usa","Helm Bank Usa","United States"
"helm-bank-usa-usa","Helm Bank","United States"
"hong-kong-and-shanghai-banking-corp-hong-kong-hkg","Hong Kong And Shanghai Banking Corp.","Hong Kong"
"hong-kong-and-shanghai-banking-corporation-limited-hong-kong-hkg","Hong Kong And Shanghai Banking Corporation Limited","Hong Kong"
"hong-kong-and-shanghai-banking-corporation-limited-us-usa","Hong Kong And Shanghai Banking Corporation Limited","United States"
"hong-kong-and-shanghai-banking-corporation-ltd","Hong Kong And Shanghai Banking Corporation Ltd","Hong Kong"
"hong-kong-shanghai-banking-corp","Hong Kong Shanghai Banking Corp","Macao"
"hong-kong-shanghai-banking-corp-hong-kong-hkg","Hong Kong Shanghai Banking Corp","Hong Kong"
"hong-kong-shanghai-bnk-corp-hong-kong-hkg","Hong Kong & Shanghai Bnk Corp","Hong Kong"
"hongkong-and-shanghai-banking-corp-ho-chi-minh-city-vietnam-vnm","Hong Kong And Shanghai Banking Corp","Vietnam"
"hongkong-and-shanghai-banking-corp-ho-chiminh-city-vietnam-vnm","Hong Kong And Shanghai Banking Corp","Vietnam"
"hongkong-and-shanghai-banking-corp-hong-kong-hkg","Hong Kong And Shanghai Banking Corp.","Hong Kong"
"hongkong-and-shanghai-banking-corp-mumbai-india-ind","Hong Kong And Shanghai Banking Corp","India"
"hongkong-and-shanghai-banking-corp-shanghai-china-chn","Hong Kong And Shanghai Banking Corp","China"
"hongkong-and-shanghai-banking-corporation-limited-hong-kong-hkg","Hong Kong And Shanghai Banking Corporation Limited","Hong Kong"
"hongkong-and-shanghai-banking-corporation-limited-male-republic-of-maldives-mdv","Hong Kong And Shanghai Banking Corporation Limited","Republic Of Maldives"
"hongkong-shanghai-banking-corp-hong-kong-hkg","Hong Kong Shanghai Banking Corp","Hong Kong"
"hongkong-shanghai-banking-corp-jakarta-indonesia-idn","Hong Kong Shanghai Banking Corp","Indonesia"
"hongkong-shanghai-banking-corporation-hong-kong-hkg","Hong Kong Shanghai Banking Corporation","Hong Kong"
"hongkong-shanghai-banking-corporation-limited-hong-kong-hkg","Hong Kong Shanghai Banking Corporation Limited","Hong Kong"
"hongkong-shanghai-banking-corporation-ltd-guangzhou-china-chn","Hong Kong Shanghai Banking Corporation Ltd","China"
"hongkong-shanghai-banking-corporation-ltd-hong-kong-hkg","Hong Kong Shanghai Banking Corporation Ltd","Hong Kong"
"housing-and-development-bank","Housing And Development Bank","Egypt"
"housing-and-development-bank-egypt-egy","Housing And Development Bank","Egypt"
"hsbc","HSBC","Panama"
"hsbc-bank","HSBC Bank","United Kingdom"
"hsbc-bank-bermuda-hamilton-bermuda-bmu","HSBC Bank Bermuda","Bermuda"
"hsbc-bank-bermuda-limited","HSBC Bank Bermuda Limited","Bermuda"
"hsbc-bank-canada-toronto-canada-can","HSBC Bank Canada","Canada"
"hsbc-bank-hong-kong-hkg","HSBC Bank","Hong Kong"
"hsbc-bank-malaysia-berhad-kuala-lumpur-malaysia-mys","HSBC Bank Malaysia Berhad","Malaysia"
"hsbc-bank-middle-east","HSBC Bank Middle East","United Arab Emirates"
"hsbc-bank-middle-east-abu-dhabi-united-arab-emirates-are","HSBC Bank Middle East","United Arab Emirates"
"hsbc-bank-middle-east-dubai-uae-are","HSBC Bank Middle East","United Arab Emirates"
"hsbc-bank-middle-east-dubai-united-arab-emirates-are","HSBC Bank Middle East","United Arab Emirates"
"hsbc-bank-middle-east-limited-dubai-uae-are","HSBC Bank Middle East Limited","United Arab Emirates"
"hsbc-bank-plc","HSBC Bank Plc","United Kingdom"
"hsbc-bank-plc-athens-greece-grc","HSBC Bank Plc","Greece"
"hsbc-bank-plc-london-england-gbr","HSBC Bank Plc London","United Kingdom"
"hsbc-bank-plc-london-london-england-gbr","HSBC Bank Plc London","United Kingdom"
"hsbc-bank-plc-london-uk-gbr","HSBC Bank Plc","United Kingdom"
"hsbc-bank-uae-are","HSBC Bank","United Arab Emirates"
"hsbc-bank-uk-gbr","HSBC Bank","United Kingdom"
"hsbc-bank-usa","HSBC Bank Usa","Panama"
"hsbc-bank-usa-n-a-new-york-united-states-usa","HSBC Bank Usa N A","United States"
"hsbc-bank-usa-n-a-new-york-usa-usa","HSBC Bank Usa N A","United States"
"hsbc-bank-usa-na-new-york-ny-usa","HSBC Bank Usa, Na","United States"
"hsbc-bank-usa-na-nyc-usa-usa","HSBC Bank Usa, Na","United States"
"hsbc-hong-kong","HSBC Hong Kong","Hong Kong"
"hsbc-hong-kong-hkg","HSBC Hong Kong","Hong Kong"
"hsbc-panama-pan","HSBC Panama","Panama"
"hsbc-private-bank","HSBC Private Bank","Manaco"
"hsbc-private-bank-luxembourg-sa-luxembourg-lux","HSBC Private Bank","Luxembourg"
"hsbc-private-bank-suisse-sa-geneva-switzerland-che","HSBC Private Bank","Switzerland"
"hsbc-private-bank-suisse-sa-switzerland-che","HSBC Private Bank","Switzerland"
"hsbc-private-bank-suisse-sa-zurich-switzerland-che","HSBC Private Bank","Switzerland"
"hsbc-private-bk","HSBC Private Bk","Switzerland"
"hsbc-salvadoreno-sa","HSBC Salvadoreno SA","El Salvador"
"hsbc-singapore-general-account","HSBC Singapore General Account","Singapore"
"hsbc-singapore-sgp","HSBC","Singapore"
"hsbc-singapore-singapore-sgp","HSBC Singapore","Singapore"
"hsbc-trinkaus-burkhardt-ag-dusseldorf-germany-deu","HSBC Trinkaus Burkhardt AG","Germany"
"hsbc-trinkaus-burkhardt-ag-frankfurt-germany-deu","HSBC Trinkaus Burkhardt AG","Germany"
"hsbc-trinkaus-und-burkhardt-ag","HSBC Trinkaus Und Burkhardt AG","Netherlands"
"hsbc-trinkaus-und-burkhardt-ag-duesseldorf-germany-deu","HSBC Trinkaus Und Burkhardt AG","Germany"
"hsbc-turkey-trade-services","HSBC Turkey Trade Services","Turkey"
"hsbc-uk-gbr","HSBC","United Kingdom"
"hsbc-united-states-usa","HSBC","United States"
"hsh-nordbank-ag","Hsh Nordbank AG","Germany"
"hua-nan-commercial-bank-ltd","Hua Nan Commercial Bank, Ltd","Hong Kong"
"hua-nan-commercial-bank-ltd-tainan-branch-taiwan-twn","Hua Nan Commercial Bank, Ltd.","Taiwan"
"hua-nan-commercial-bank-ltd-tainan-taiwan-twn","Hua Nan Commercial Bank, Ltd.","Taiwan"
"hua-nan-commercial-bank-ltd-taipei-taiwan-twn","Hua Nan Commercial Bank, Ltd. ","Taiwan"
"hua-nan-commercial-bank-taiwan-twn","Hua Nan Commercial Bank","Taiwan"
"hua-xia-bank-beijing","Hua Xia Bank Beijing","China"
"hua-xia-bank-china-chn","Hua Xia Bank","China"
"hypo-investment-bank-bendern-liechtenstein-lie","Hypo Investment Bank","Liechtenstein"
"hypo-vereinsbank-ag-germany-deu","Hypo Vereinsbank AG","Germany"
"ibm-southeast-employees-federal-cu","Ibm Southeast Employees Federal Cu","United States"
"icbc-limited-foshan-china-chn","Icbc Limited","China"
"icic-bank-ltd-mumbai-india-ind","Icic Bank Ltd","India"
"icici-bank-limited","Icici Bank Limited","Singapore"
"icici-bank-limited-singapore-sgp","Icici Bank Limited","Singapore"
"icici-bank-madurai-india-ind","Icici Bank","India"
"idbi-bank-ltd-dubai-uae-are","Idbi Bank Ltd","United Arab Emirates"
"indian-bank-mumbai-india-ind","Indian Bank","India"
"indian-bank-singapore-sgp","Indian Bank","Singapore"
"indian-overseas-bank-attur-india-ind","Indian Overseas Bank","India"
"indian-overseas-bank-hong-kong-hkg","Indian Overseas Bank","Hong Kong"
"indian-overseas-bank-kanpur-india-ind","Indian Overseas Bank","India"
"indusind-bank-ltd","Indusind Bank Ltd.","India"
"indusind-bank-ltd-kolkata-india-ind","Indusind Bank Ltd.","India"
"industrial-and-commercial-bank-of-china","Industrial And Commercial Bank of China","China"
"industrial-and-commercial-bank-of-china-asia-ltd-hong-kong-hkg","Industrial And Commercial Bank of China","Hong Kong"
"industrial-and-commercial-bank-of-china-changzhou-china-chn","Industrial And Commercial Bank of China","China"
"industrial-and-commercial-bank-of-china-macau-limited-macau-mac","Industrial And Commercial Bank of China","Macau"
"industrial-and-comml-bank-of-china-beijing-china-chn","Industrial And Comm'L Bank of China","China"
"industrial-and-comml-bank-of-china-fuzhou-china-chn","Industrial And Comm'L Bank of China","China"
"industrial-and-comml-bank-of-china-shanghai-china-chn","Industrial And Comm'L Bank of China","China"
"industrial-bank-co-hong-kong-branch","Industrial Bank Co Hong Kong Branch","Hong Kong"
"industrial-bank-co-ltd-china-chn","Industrial Bank Co., Ltd","China"
"industrial-bank-of-korea","Industrial Bank of Korea","Korea"
"industrial-bank-of-korea-seoul-south-korea-kor","Industrial Bank of Korea","South Korea"
"industrial-commercial-bank-beijing-ho-of-china-fuzhou-china-chn","Industrial & Commercial Bank Beijing H.O.  of China","China"
"industrial-commercial-bank-fuzhou-china-chn","Industrial & Commercial Bank","China"
"industrial-commercial-bank-of-china","Industrial Commercial Bank of China","China"
"industrial-commercial-bank-of-china-asia-ltd-hong-kong-hkg","Industrial Commercial Bank of China Asia Ltd","Hong Kong"
"industrial-commercial-bank-of-china-beijing-china-chn","Industrial Commercial Bank of China","China"
"industrial-commercial-bk-of-china-china-chn","Industrial Commercial Bk of China","China"
"industrial-commercial-bk-of-china-xian-city-shaanxi-province-china-chn","Industrial & Commercial Bk of China","China"
"industrial-savings-bank-close-joint-russia-rus","Industrial Savings Bank Close Joint.","Russia"
"ing-bank-as","ING Bank A.S.","Turkey"
"ing-bank-eurasia-zao","ING Bank Eurasia Zao","Russia"
"ing-bank-eurasia-zao-moscow-russia-rus","ING Bank Eurasia Zao","Russia"
"ing-bank-netherland-n-v-netherlands-nld","ING Bank Netherland N V","Netherlands"
"ing-bank-nv","ING Bank NV","Netherlands"
"ing-bank-nv-amsterdam-netherlands-nld","ING Bank N.V.","Netherlands"
"ing-bank-nv-spain-esp","ING Bank NV","Spain"
"ing-bank-nv-spanish-branch-madrid-spain-esp","ING Bank NV","Spain"
"ing-bank-slaski-sa","ING Bank Slaski SA","Poland"
"ing-bank-slaski-sa-poland-pol","ING Bank Slaski SA","Poland"
"ing-bank-ukraine","ING Bank Ukraine","Ukraine"
"ing-belgium-brussels","ING Belgium Brussels","Switzerland"
"ing-belgium-brussels-geneva-branch","ING Belgium Brussels Geneva Branch","Switzerland"
"ing-belgium-brussels-geneva-branch-geneva-switzerland-che","ING Belgium Brussels Geneva Branch","Switzerland"
"ing-belgium-brussels-geneva-switzerland-che","ING Belgium Brussels","Switzerland"
"ing-belgium-geneva-switzerland-che","ING Belgium","Switzerland"
"ing-belgium-nvsa","ING Belgium NV/Sa","Belgium"
"ing-belgium-s-a-belgium-bel","ING Belgium S A","Belgium"
"ing-belgium-sanv-antwerp-belgium-bel","ING Belgium Sa/Nv","Belgium"
"ing-belgium-sanv-brussels-belgium-bel","ING Belgium Sa/Nv","Belgium"
"ing-luxembourg-sa-luxembourg-lux","ING Luxembourg S.A.","Luxembourg"
"ing-netherland-nv","ING Netherland NV","Netherlands"
"ing-netherland-nv-netherlands-nld","ING Netherland NV","Netherlands"
"inresbank","Inresbank","Russia"
"international-bank-of-azerbaijan-russia-rus","International Bank of Azerbaijan","Russia"
"international-bank-of-commerce-united-states-usa","International Bank of Commerce","United States"
"international-bank-of-commerce-us-usa","International Bank of Commerce","United States"
"international-bank-of-st-petersburg","International Bank of St Petersburg","Russia"
"international-bank-of-st-petersburg-ibsp-st-petersburg-russia-rus","International Bank of St Petersburg Ibsp","Russia"
"international-bank-of-st-petersburg-plc","International Bank of St. Petersburg Plc","Russia"
"international-bank-of-trade-cooperation","International Bank of Trade Cooperation","Russia"
"international-commercial-bank","International Commercial Bank","Tanzania"
"international-invest-bank","International Invest Bank","Ukraine"
"international-invest-bank-kiev-ukraine-ukr","International Invest Bank","Ukraine"
"international-moscow-bank-russia-rus","International Moscow Bank","Russia"
"intesa-sanpaolo-spa-hong-kong-hkg","Intesa Sanpaolo Spa","Hong Kong"
"intl-commercial-bank-of-china-keelung-taiwan-twn","Int'L. Commercial Bank of China","Taiwan"
"investbank","Investbank","Jordan"
"investbank-plc","Investbank Plc","Bulgaria"
"investec-bank","Investec Bank","Switzerland"
"investec-bank-of-mauritius-limited-mauritius-mus","Investec Bank of Mauritius Limited","Mauritius"
"investec-bank-switzerland-ag-zurich-switzerland-che","Investec Bank","Switzerland"
"investkapitalbank","Investkapitalbank","Russia"
"investors-bank","Investors Bank","United States"
"isbank-ag","Isbank AG","Netherlands"
"isbank-gmbh-amsterdam-branch","Isbank Gmbh Amsterdam Branch","Netherlands"
"isbank-gmbh-amsterdam-branch-amsterdam-netherlands-nld","Isbank Gmbh Amsterdam Branch","Netherlands"
"islami-bank-bangladesh-ltd-dhaka-bangladesh-bgd","Islami Bank Bangladesh Ltd","Bangladesh"
"israel-discount-bank-ltd","Israel Discount Bank Ltd","Israel"
"israel-postal-bank","Israel Postal Bank","Israel"
"israel-postal-bank-israel-isr","Israel Postal Bank","Israel"
"italbank-international-inc","Italbank International Inc","Puerto Rico"
"j-and-t-bank-and-trust","J And T Bank And Trust","Barbados"
"jameson-bank-toronto-canada-can","Jameson Bank","Canada"
"japan-post-bank-co","Japan Post Bank Co","Japan"
"jcl-media-emi-publishing-limited-tortota-bvi-vgb","Jcl Media","British Virgin Islands"
"jiangsu-rugao-rural-commercial-bank-co-ltd-rugao-jiangsu-china-chn","Jiangsu Rugao Rural Commercial Bank Co Ltd","China"
"jmpc","Jmpc","United States"
"joh-berenberggossler-und-cokg","Joh. Berenberg,Gossler Und Co.Kg","Germany"
"joint-stock-bank-big-energy","Joint Stock Bank Big Energy","Ukraine"
"joint-stock-commercial-bank-for-foreign-trade-of-vietnam-hanoi-vietnam-vnm","Joint Stock Commercial Bank For Foreign Trade of Vietnam","Vietnam"
"joint-stock-commercial-bank-ho-chi-minh-city-vietnam-vnm","Joint Stock Commercial Bank","Vietnam"
"joint-stock-commercial-bank-transcapitalbank-closed-joint-stock-company","Joint Stock Commercial Bank Transcapitalbank Closed Joint Stock Company","Russia"
"joint-stock-company-alfa-bank-moscow-russia-rus","Joint Stock Company Alfa-Bank","Russia"
"joint-stock-company-otp-bk-kiev-ukraine-ukr","Joint-Stock Company Otp Bk","Ukraine"
"joint-stock-company-vtb-bank-kiev-ukraine-ukr","Joint-Stock Company VTB Bank","Ukraine"
"jordan-kuwait-bank-amman-jordan-jor","Jordan Kuwait Bank","Jordan"
"jp-morgan-chase-bank-brooklyn-ny-usa","JPMorgan Chase Bank","United States"
"jp-morgan-chase-bank-london-england-gbr","JPMorgan Chase Bank","United Kingdom"
"jp-morgan-chase-bank-na-brooklyn-ny-usa","JPMorgan Chase Bank Na","United States"
"jp-morgan-chase-bank-na-brooklyn-ny-usa-usa","JPMorgan Chase Bank Na","United States"
"jp-morgan-chase-bank-na-ny-usa-usa","JPMorgan Chase Bank Na","United States"
"jp-morgan-chase-bank-national-brooklyn-ny-usa","JPMorgan Chase Bank National","United States"
"jp-morgan-chase-bank-new-york-united-states-usa","JPMorgan Chase Bank New York","United States"
"jp-morgan-chase-bank-ny-us-usa","JPMorgan Chase Bank","United States"
"jp-morgan-chase-brooklyn-ny-usa","JPMorgan Chase","United States"
"jp-morgan-international-bank-brussels-belgium-bel","JPMorgan International Bank","Belgium"
"jp-morgan-london-united-kingdom-gbr","JPMorgan London","United Kingdom"
"jp-morgan-uk-gbr","JPMorgan","United Kingdom"
"jp-morgan-us-usa","JPMorgan","United States"
"jpm-international-bank","Jpm International Bank","Belgium"
"jpm-london-united-kingdom-gbr","Jpm London","United Kingdom"
"jpmc","Jpmc","United States"
"jpmc-us-usa","Jpmc","United States"
"jpmc-usa-usa","Jpmc","United States"
"jpmorgan-chase-bank","JPMorgan Chase Bank","United States"
"jpmorgan-chase-bank-london-england-gbr","JPMorgan Chase Bank","United Kingdom"
"jpmorgan-chase-bank-na","JPMorgan Chase Bank, N.A.","United States"
"jpmorgan-chase-bank-na-london-england-gbr","JPMorgan Chase Bank, N.A.","United Kingdom"
"jpmorgan-chase-bank-na-london-uk-gbr","JPMorgan Chase Bank, N.A.","United Kingdom"
"jpmorgan-chase-bank-na-new-york-usa","JPMorgan Chase Bank, N.A.","United States"
"jpmorgan-chase-bank-na-seattle-wa-united-states-usa","JPMorgan Chase Bank Na","United States"
"jpmorgan-chase-bank-national","JPMorgan Chase Bank National","United States"
"jpmorgan-chase-bank-new-york-ny-us-usa","JPMorgan Chase Bank","United States"
"jpmorgan-chase-bank-united-kingdom-gbr","JPMorgan Chase Bank","United Kingdom"
"jpmorgan-international-bank","JPMorgan International Bank","Belgium"
"jpmorgan-international-bank-brussels","JPMorgan International Bank- Brussels","Belgium"
"jpmorgan-international-bank-london","JPMorgan International Bank, London","United Kingdom"
"jpmorganchase-bank-na-new-york-usa","JPMorganchase Bank, N.A.","United States"
"jsb-rosevrobank-ojsc","Jsb Rosevrobank OJSC","Russia"
"jsb-trust-capital","Jsb Trust-Capital","Ukraine"
"jsc-baltikums-bank","JSC Baltikums Bank","Latvia"
"jsc-bank-ipotechniy","JSC Bank Ipotechniy","Moldova"
"jsc-kredobank","JSC Kredobank","Ukraine"
"jsc-norvik-banka","JSC Norvik Banka","Latvia"
"jsc-norvik-banka-latvia-lva","JSC Norvik Banka","Latvia"
"jsc-norvik-banka-riga-latvia-lva","JSC Norvik Banka","Latvia"
"jsc-norvik-banka-riga-lv-lva","JSC Norvik Banka","Latvia"
"jsc-norvikbanka","JSC Norvikbanka","Latvia"
"jsc-norvikbanka-riga-latvia-lva","JSC Norvikbanka","Latvia"
"jsc-sobinbank-moscow-russia-rus","JSC Sobinbank","Russia"
"jsc-tbc-bank","JSC Tbc-Bank","Georgia"
"jsc-vtb-bank","JSC VTB Bank","Russia"
"jsc-vtb-bank-moscow-russia-rus","JSC VTB Bank","Russia"
"jscb-international-financial-club","Jscb International Financial Club","Russia"
"jscb-international-financial-club-moscow-russia-rus","Jscb International Financial Club","Russia"
"jscb-national-standart","Jscb National Standart","Ukraine"
"jscb-novikombank-moscow-russia-rus","Jscb Novikombank","Russia"
"kabul-bank","Kabul Bank","Afghanistan"
"kaiser-ritter-partner-privatbank-ag","Kaiser Ritter Partner PrivatBank AG","Liechtenstein"
"karnataka-bank-limited-mumbai-india-ind","Karnataka Bank Limited","India"
"karur-vysya-bank-ltd-chennai-india-ind","Karur Vysya Bank Ltd","India"
"karur-vysya-bank-ltd-intl-chennai-india-ind","Karur Vysya Bank Ltd Intl","India"
"kasikornbank-public-co-ltd","Kasikornbank Public Co Ltd","Thailand"
"kasikornbank-public-co-ltd-thailand-tha","Kasikornbank Public Co Ltd","Thailand"
"kasikornbank-public-company-limited-bangkok-thailand-tha","Kasikornbank Public Company Limited","Thailand"
"kaspi-bank-jsc","Kaspi Bank JSC","Kazakhstan"
"kazkommertsbank","Kazkommertsbank","Kazakhstan"
"kazkommertsbank-almaty-kazakhstan-kaz","Kazkommertsbank","Kazakhstan"
"kbc-bank-nv","Kbc Bank N.V.","Singapore"
"kbc-bank-nv-brussels-belgium-bel","Kbc Bank NV","Belgium"
"kbl-european-private-bankers-sa-luxembourg-lux","Kbl European Private Bankers S.A.","Luxembourg"
"kbl-european-private-bankers-sa-luxembourg-luxembourg-lux","Kbl European Private Bankers SA","Luxembourg"
"kenya-commercial-bank-limited-kenya-ken","Kenya Commercial Bank Limited","Kenya"
"kereskedelmi-es-hitelbank-rt-budapest-hungary-hun","Kereskedelmi Es Hitelbank Rt","Hungary"
"keystone-bank-limited-nigeria-nga","Keystone Bank Limited","Nigeria"
"kgi-bank-taipei-taiwan-twn","KGI Bank","Taiwan"
"kievskaya-rus-bank-kiev-ukraine-ukr","Kievskaya Rus Bank","Ukraine"
"kleinwort-benson","Kleinwort Benson","Guernsey"
"kookmin-bank-seoul-korea-kor","Kookmin Bank Seoul","Korea"
"korea-exchange-bank","Korea Exchange Bank","Korea"
"korea-exchange-bank-seoul-korea-kor","Korea Exchange Bank","Korea"
"korea-exchange-bank-south-korea-kor","Korea Exchange Bank","South Korea"
"kotak-mahindra-bank-limited","Kotak Mahindra Bank Limited","India"
"kotak-mahindra-bank-mumbai-india-ind","Kotak Mahindra Bank","India"
"krb-ukhtabank-ukhta-russia-rus","Krb Ukhtabank (Ukhta, Russia)","Russia"
"kredobank","Kredobank","Ukraine"
"kredyt-bank-sa","Kredyt Bank SA","Poland"
"kreissparkasse-heilbronn","Kreissparkasse Heilbronn","Germany"
"krung-thai-bank-public-co-ltd-singapore-sgp","Krung Thai Bank Public Co Ltd","Singapore"
"krung-thai-bank-public-company-ltd-bangkok-thailand-tha","Krung Thai Bank Public Company Ltd","Thailand"
"kunshan-rural-commercial-bank-kunshan-china-chn","Kunshan Rural Commercial Bank","China"
"kuveyt-turk-katilim-bankasi-as-turkey-tur","Kuveyt Turk Katilim Bankasi AS","Turkey"
"kuwait-turkish-participation-bank-inc","Kuwait Turkish Participation Bank Inc","Turkey"
"kuwait-turkish-participation-bk-inc","Kuwait Turkish Participation Bk Inc","Turkey"
"kuwait-turkish-participation-bk-inc-istanbul-turkey-tur","Kuwait Turkish Participation Bk Inc","Turkey"
"kuwait-turkishparticipation-bk-istanbul-turkey-tur","Kuwait Turkishparticipation Bk","Turkey"
"kyongnam-bank-south-korea-kor","Kyongnam Bank","South Korea"
"laishang-bank-laiwu-city-china-chn","Laishang Bank","China"
"lan-and-spar-bank-as","Lan And Spar Bank AS","Denmark"
"landesbank-baden-wuerttemberg","Landesbank Baden-Wuerttemberg","Germany"
"landesbank-baden-wuerttemberg-mannheim-germany-deu","Landesbank Baden-Wuerttemberg","Germany"
"lansforsakringar-bank-ab","Lansforsakringar Bank AB","Sweden"
"latvian-trade-bank","Latvian Trade Bank","Latvia"
"latvian-trade-bank-riga-latvia-lva","Latvian Trade Bank","Latvia"
"latvian-trade-commercial-bank","Latvian Trade Commercial Bank","Latvia"
"latvian-trade-commercial-bank-riga-latvia-lva","Latvian Trade Commercial Bank","Latvia"
"lbbw-bank-cz-as","Lbbw Bank Cz A.S.","Czech Republic"
"lebanon-and-gulf-bank-sal","Lebanon And Gulf Bank S.A.L.","Lebanon"
"legion-jscb-moscow-russian-federation-rus","Legion Jscb","Russia"
"lf-finance","Lf Finance","Switzerland"
"lgt-bank","LGT Bank","Switzerland"
"lgt-bank-ltd-singapore-sgp","LGT Bank Ltd","Singapore"
"lgt-bank-ltd-vaduz-liechtenstein-lie","LGT Bank Ltd","Liechtenstein"
"lgt-bank-schweiz-ag-lugano-switzerland-che","LGT Bank","Switzerland"
"liechtensteinische-landesbank","Liechtensteinische Landesbank","Liechtenstein"
"liechtensteinische-landesbank-vaduz-liechtenstein-lie","Liechtensteinische Landesbank","Liechtenstein"
"lloyds-bank-plc","Lloyds Bank Plc","United Kingdom"
"lloyds-bank-plc-birmingham-england-gbr","Lloyds Bank Plc","United Kingdom"
"lloyds-bank-plc-england-gbr","Lloyds Bank Plc","United Kingdom"
"lloyds-bank-plc-windsor-uk-gbr","Lloyds Bank Plc","United Kingdom"
"lloyds-bank-uk-gbr","Lloyds Bank","United Kingdom"
"lloyds-tbs-bank-plc-miami-fl-usa-usa","Lloyds Tbs Bank Plc","United States"
"lloyds-tsb-bank-plc-crawley-united-kingdom-gbr","Lloyds TSB Bank Plc","United Kingdom"
"lloyds-tsb-bank-plc-london-england-gbr","Lloyds TSB Bank Plc","United Kingdom"
"lloyds-tsb-bank-plc-uk-gbr","Lloyds TSB Bank Plc","United Kingdom"
"lloyds-tsb-bank-plc-united-kingdom-gbr","Lloyds TSB Bank Plc","United Kingdom"
"lloyds-tsb-offshore-ltd-st-helier-jersey-jey","Lloyds TSB Offshore Ltd","Jersey"
"lombard-odier-darier-hentsch-and-cie","Lombard Odier Darier Hentsch And Cie","Switzerland"
"lombard-odier-darier-hentsch-switzerland-che","Lombard Odier Darier Hentsch","Switzerland"
"los-alamos-national-bank","Los Alamos National Bank","United States"
"los-alamos-national-bank-new-mexico-usa","Los Alamos National Bank","United States"
"loyal-bank-limited","Loyal Bank Limited","United Kingdom"
"loyal-bank-limited-uk-gbr","Loyal Bank Limited","United Kingdom"
"ltb-bank","LTB Bank","Latvia"
"ltb-bank-latvia-lva","LTB Bank","Latvia"
"ltb-bank-riga","LTB Bank Riga","Latvia"
"ltb-bank-riga-latvia-lva","LTB Bank","Latvia"
"ltb-bank-riga-riga-latvia-lva","LTB Bank, Riga","Latvia"
"ltb-bank-sa-riga-latvia-lva","LTB Bank SA","Latvia"
